CustomerID,Age,Gender,IncomeTier,Region,Education,ContractLength,PaymentMethod,PlanType,TenureMonths,MonthlyCharges,TotalCharges,LoginsLastMonth,TicketsOpened,TicketsResolutionTime,RFMScore,UsageChangePct,CompetitorIndex,Churn,DeviceType,ChannelPreferred,CustomerSegment,AutoPay,Paperless,FamilyPlan,AddOnBundle,ReferralSource,SupportChannelPreferred,ComplaintCategory,DiscountType,ContractAutoRenew,DeviceOS,CityTier,PromoCodeUsed,PaymentDelinquencyStatus
15392,46,FALSE,Medium,North,High School,3-Year,Mailed Check,Basic,77,92.9,7153.3,23,11,28.48571757,1,-0.725298017,0.561141281,0,Desktop,Phone,Bronze,No,YES,No,Movies,Search,Phone,Technical,Loyalty,Y,iOS,Tier-2,SUMMER,Current
15393,78,Male,Very High,West,Diploma,Two year,Mailed Check,Basic,60,108.81,6528.6,73,16,71.36969805,3,-0.242744355,0.346153315,0,Mobile,Chat,Silver,0,Yes,Yes,Kids,Billboard,Chat,Service,Loyalty,Y,Android,Tier-3,SUMMER,Current
15394,23,Female,Very High,North,Bachelors,Two year,Crypto,Premium,26,104.55,2718.3,13,0,69.40872235,6,-0.913837348,0.309495751,0,Tablet,In-Store,Gold,0,No,No,Movies,Event,Chat,Other,Loyalty,Unknown,Android,Tier-2,CYBER,Current
15395,32,Male,Very High,North,High School,M2M,Bank Transfer,basic,36,18.19,654.84,91,7,56.24610877,3,-0.900000089,0.604845589,0,Mobile,App,Silver,1,NO,No,Movies,Affiliate,Email,Technical,Loyalty,Y,iOS,Tier-1,SUMMER,Current
15396,33,TRUE,HIGH,South,PhD,Month-to-month,Credit Card,basic,46,143.15,6584.9,37,18,64.53661846,7,-0.5313414,0.55724831,0,Desktop,App,Silver,Yes,yes,Yes,Sports,Email,Email,Technical,Loyalty,Y,Android,Tier-3,WELCOME,Current
15397,41,Male,low,Central,PhD,3-Year,Credit Card,Ultra,59,105.165,8157.34,63,9,26.19040905,8,-0.014728931,0.595478202,0,FeaturePhone,Chat,Bronze,No,Yes,Yes,Movies,Social,Email,Service,Bundle,1,iOS,Tier-1,CYBER,Current
15398,40,1,low,Central,Masters,3-Year,Electronic Check,Standard,7,199.89,1399.23,96,10,29.86496936,12,-0.584963658,0.427201688,1,Mobile,Web,Bronze,No,NO,Yes,Movies,Friend,Email,Billing,Loyalty,FALSE,Android,Tier-1,SUMMER,90+
15399,49,TRUE,High,South,PhD,Month-to-month,Mailed Check,Standard,51,57.23,2918.73,67,13,68.28223279,3,-0.370134396,0.115099695,0,Desktop,Email,Bronze,No,No,No,International,Friend,Email,Technical,Bundle,N,Android,Tier-1,SUMMER,Current
15400,27,Female,HIGH,Central,Bachelors,Month-to-month,paypal,Premium,65,19.26,1251.9,63,14,49.40947269,14,0.07267567,0.506924115,0,Mobile,web,Bronze,Y,yes,Yes,Movies,Affiliate,Chat,Technical,Loyalty,Y,Android,Tier-2,SUMMER,Current
15401,71,Female,Medium,East,Diploma,Two year,Electronic Check,Standard,13,27.62,359.06,65,4,11.19738021,1,0.562135344,0.575440269,0,Tablet,Chat,Gold,1,No,No,Movies,Event,Community,Technical,Loyalty,No,iOS,Tier-1,SUMMER,Current
15402,58,1,low,South,Bachelors,Two year,Bank Transfer,basic,6,82.16,492.96,82,6,39.45618486,1,0.62629083,0.229790391,0,Desktop,web,Bronze,FALSE,No,Yes,Movies,Social,Chat,Technical,Loyalty,Yes,Android,Tier-1,SUMMER,Current
15403,58,1,low,Central,High School,M2M,Electronic Check,Premium,42,61.02,2562.84,18,8,41.50209314,5,-0.117503213,0.952219462,0,SmartTV,App,Gold,Yes,NO,Yes,Movies,Friend,Chat,Technical,Loyalty,Y,iOS,Tier-3,SUMMER,30+
15404,66,TRUE,High,South,Diploma,M2M,cash,STANDARD,42,136.53,4913.795,81,7,61.08469302,13,-0.234049105,0.21801511,0,Mobile,Email,Diamond,Yes,No,No,Security,Social,Chat,Technical,Employee,0,ANDROID,Tier-2,SUMMER,Current
15405,34,TRUE,Very High,South,PhD,3-Year,Electronic Check,Premium,3,47.07,141.21,52,18,37.06628941,14,0.33076924,2.880396997,1,Desktop,Phone,Platinum,No,no,No,Movies,Friend,Chat,Technical,Loyalty,FALSE,Windows,Tier-2,SUMMER,90+
15406,66,Female,low,South,Bachelors,Two year,paypal,Standard,79,57.44,4537.76,15,6,52.65318956,2,0.513153036,0.36144491,0,Tablet,App,Bronze,TRUE,No,No,Sports,Social,Email,Technical,Loyalty,Yes,iOS,Tier-2,SPRING,Current
15407,73,Female,High,Central,PhD,M2M,Crypto,STANDARD,100,177.55,17755,43,1,67.3777611,5,-0.907627056,0.970678311,1,Mobile,Chat,Bronze,N,YES,Yes,Movies,Email,Phone,Technical,Student,N,iOS,Tier-2,BLACKFRIDAY,30+
15408,61,TRUE,HIGH,Central,Diploma,M2M,cash,Premium,10,143.64,1436.4,72,2,45.77013127,12,0.345841675,0.679497427,1,Mobile,Email,Bronze,Yes,No,Yes,Movies,Social,Community,Technical,Loyalty,No,macOS,Tier-2,SUMMER,90+
15409,62,Male,low,East,Diploma,Two year,Credit Card,Standard,7,58.49,409.43,51,0,38.52307379,14,-0.940288288,0.28107019,0,Mobile,APP,Silver,Y,No,No,Movies,Search,Social,Technical,Loyalty,Y,iOS,Tier-1,SUMMER,Current
15410,49,M,Medium,South,Diploma,M2M,Electronic Check,basic,103,112.36,11573.08,98,9,25.01817582,4,-0.758072122,0.974956167,0,SmartTV,In-Store,Bronze,0,Yes,Yes,Movies,Unknown,Chat,Technical,Loyalty,N,iOS,Tier-2,SUMMER,Current
15411,61,0,Low,Central,High School,3-Year,Bank Transfer,Basic,79,89.02,7032.58,58,1,59.92761909,13,0.285609114,0.028811071,0,Mobile,Email,Bronze,FALSE,No,Yes,Movies,Email,Chat,Technical,Loyalty,Unknown,Android,Tier-1,SUMMER,Current
15412,63,Male,HIGH,East,High School,M2M,Mailed Check,STANDARD,90,171.42,15427.8,92,14,16.66374888,5,0.234202994,0.001319159,0,Desktop,Phone,Silver,N,No,No,Movies,Social,Community,Technical,Loyalty,Yes,Android,Tier-2,SUMMER,Current
15413,27,F,low,West,Bachelors,M2M,paypal,Premium,69,16.64,1148.16,19,10,47.35277313,5,-0.505985936,0.602643343,0,Desktop,web,Silver,No,No,No,International,Affiliate,Email,Outage,Loyalty,1,iOS,Tier-1,SUMMER,Current
15414,72,F,Very High,East,Bachelors,Month-to-month,Crypto,STANDARD,26,80.59,2095.34,87,10,23.43991651,10,0.060785838,0.923138812,0,Mobile,App,Bronze,Yes,YES,No,Movies,Social,Chat,Billing,Bundle,No,Android,Tier-2,CYBER,Current
15415,36,M,High,Central,Diploma,Two year,paypal,STANDARD,68,34.82,4913.795,56,15,13.13767479,10,-0.899271989,0.541606647,0,FeaturePhone,Email,Bronze,No,No,Yes,Movies,Affiliate,Email,Technical,Loyalty,No,iOS,Tier-1,SUMMER,Current
15416,46,0,High,West,High School,3-Year,Mailed Check,Basic,25,177.52,4438,98,19,58.20737616,4,0.761874619,0.585264607,1,Tablet,In-Store,Bronze,No,No,Yes,Movies,Search,Chat,Technical,Bundle,0,Windows,Tier-2,SUMMER,30+
15417,19,1,Very High,North,Bachelors,One year,Credit Card,Basic,45,17.31,778.95,79,14,23.33376553,2,0.640749126,0.612356569,0,Mobile,Web,Platinum,No,No,No,Movies,Social,Email,Technical,Loyalty,0,Linux,Tier-3,NEWYEAR,Current
15418,53,F,HIGH,Central,Masters,Two year,Crypto,STANDARD,2,114.37,228.74,50,3,40.62526046,4,-0.074562417,0.844212137,0,Mobile,Web,Gold,1,No,No,Movies,Social,Email,Technical,Intro,Y,iOS,Tier-2,SUMMER,Current
15419,36,1,Medium,East,High School,3-Year,paypal,Standard,71,140.46,9972.66,44,6,68.7555357,1,0.239953665,0.178141644,1,Mobile,Web,Silver,Yes,NO,No,Movies,Radio,Email,Service,Loyalty,N,iOS,Tier-1,SUMMER,Current
15420,24,1,low,West,High School,Month-to-month,Bank Transfer,STANDARD,43,81.34,3497.62,73,13,33.27880408,5,0.198340876,0.239864671,1,Tablet,App,Silver,Yes,yes,Yes,International,Affiliate,Email,Technical,Loyalty,Y,iOS,Tier-3,SUMMER,Current
15421,43,Male,low,South,Bachelors,Two year,Crypto,Standard,63,24.67,1554.21,62,1,44.49209356,7,0.479784431,0.668771156,0,Mobile,Chat,Silver,Yes,No,No,Movies,Email,Phone,Technical,Loyalty,0,Android,Tier-1,SPRING,Current
15422,32,1,High,East,Bachelors,Month-to-month,cash,STANDARD,64,26.27,1681.28,94,9,6.725188795,7,0.100816988,0.46030581,0,Mobile,Phone,Silver,1,No,No,Gamer,Search,Email,Technical,Loyalty,Yes,iOS,Tier-3,SUMMER,Current
15423,64,M,low,Central,PhD,Month-to-month,Crypto,Premium,64,88.85,5686.4,32,0,6.052271549,7,-0.066293152,0.975186267,0,Desktop,Phone,Silver,FALSE,Yes,No,International,TV,Email,Technical,Loyalty,N,Android,Tier-2,WELCOME,Current
15424,73,Male,HIGH,East,Diploma,3-Year,cash,STANDARD,105,105.165,2301.6,20,18,41.22509703,2,0.816907532,0.14676412,1,Mobile,App,Silver,No,Yes,Yes,Music,Search,Phone,Billing,Loyalty,No,Android,Tier-2,SUMMER,Current
15425,49,FALSE,HIGH,South,Bachelors,3-Year,Electronic Check,STANDARD,104,103.21,10733.84,15,4,66.9452344,5,-0.26600609,0.354261324,0,Mobile,App,Platinum,No,NO,No,Movies,Search,App,Technical,Bundle,N,macOS,Tier-3,SUMMER,Current
15426,20,FALSE,Low,North,Diploma,One year,Mailed Check,Premium,93,70.23,6531.39,21,13,33.34913517,4,-0.573728875,0.487540675,1,Mobile,App,Bronze,No,No,No,Movies,Affiliate,Chat,Billing,Loyalty,No,Android,Tier-2,SUMMER,Current
15427,49,M,Medium,East,Diploma,Month-to-month,Crypto,basic,108,48.72,5261.76,68,15,28.29942227,6,0.013775422,0.414703818,0,Tablet,Web,Bronze,0,Yes,No,Movies,Search,Email,Technical,Loyalty,Yes,Android,Tier-3,SUMMER,30+
15428,33,FALSE,Very High,Central,High School,Month-to-month,cash,Ultra,50,30.21,1510.5,23,10,0.904032392,1,-0.224304682,0.131448046,0,SmartTV,App,Gold,Yes,Yes,Yes,Security,Social,Chat,Technical,Promo,No,Android,Tier-1,SUMMER,Current
15429,19,1,Very High,West,Bachelors,Month-to-month,Bank Transfer,Basic,21,85.02,1785.42,94,5,25.99502914,10,0.312689672,0.495167571,0,Desktop,App,Silver,1,NO,Yes,International,TV,Phone,Billing,Bundle,N,iOS,Tier-2,SPRING,Current
15430,48,F,Medium,North,Masters,M2M,paypal,Premium,8,91.96,735.68,53,11,59.06659465,12,0.12710704,0.109475061,0,Mobile,In-Store,Bronze,No,Yes,Yes,Security,Search,Email,Technical,Loyalty,Y,iOS,Tier-1,SUMMER,Current
15431,45,0,High,North,High School,One year,cash,STANDARD,21,161.34,3388.14,83,1,34.32684083,2,0.353885399,0.270707277,1,Desktop,Phone,Silver,No,No,Yes,Movies,Social,Email,Service,Loyalty,1,iOS,Tier-1,SUMMER,30+
15432,24,1,Very High,South,Masters,M2M,Electronic Check,Standard,16,47.24,755.84,48,12,26.67425998,1,-0.864639355,0.296592696,0,Tablet,In-Store,Bronze,Yes,YES,No,Movies,Search,Email,Service,Loyalty,No,Other,Tier-2,SUMMER,Current
15433,49,M,Medium,North,Diploma,M2M,Credit Card,Basic,114,59.84,6821.76,36,18,43.53306635,2,0.861393028,0.915410224,1,Mobile,Web,Bronze,TRUE,Yes, ,Kids,Search,Phone,Technical,Loyalty,Y,iOS,Tier-2,SUMMER,Current
15434,60,Female,Very High,North,Diploma,One year,paypal,Standard,0,148.3,17792.82619,24,2,64.71633109,6,0.171407992,0.735380431,0,SmartTV,Web,Silver,0,No,No,Sports,Affiliate,Email,Technical,Bundle,1,Android,Tier-4,FLASH,Current
15435,75,FALSE,low,North,PhD,3-Year,paypal,Ultra,117,72.3,8459.1,54,12,67.91840285,9,-0.36497853,0.993096143,0,Mobile,App,Diamond,0,YES, ,Movies,Event,Email,Outage,Loyalty,N,iOS,Tier-1,SUMMER,Current
15436,79,Female,Medium,Central,Bachelors,M2M,paypal,STANDARD,77,192.48,14820.96,3,4,54.03259731,13,-0.500244758,0.949460089,0,Mobile,App,Silver,Yes,Yes,No,Movies,Affiliate,Email,Technical,Loyalty,Y,iOS,Tier-1,SUMMER,Current
15437,24,FALSE,High,North,Diploma,3-Year,cash,Standard,39,51.33,2001.87,80,9,28.92343804,6,0.776505923,0.826586168,1,Mobile,Phone,Platinum,Yes,Yes,Yes,Movies,Social,Chat,Technical,Loyalty,FALSE,Android,Tier-1,SUMMER,120+
15438,53,F,Very High,East,Masters,3-Year,paypal,STANDARD,32,105.165,2525.12,28,11,19.50403285,7,-0.516260792,0.525787693,0,Mobile,Phone,Silver,Yes,Yes,Yes,WorkFromHome,Unknown,Email,Technical,Intro,Y,Android,Tier-3,SUMMER,60+
15439,49,FALSE,,North,Bachelors,Two year,Mailed Check,Premium,44,105.165,4913.795,52,17,11.30108784,11,-0.223361036,0.328844228,0,Mobile,Email,Bronze,TRUE,Yes,Yes,Movies,Friend,Email,Service,Promo,Unknown,iOS,Tier-2,SUMMER,Current
15440,41,TRUE,,South,Diploma,Month-to-month,Credit Card,STANDARD,14,11.17,156.38,59,2,42.01981568,12,-0.334284022,0.910994799,0,Console,Web,Bronze,FALSE,No,Yes,WorkFromHome,Affiliate,Phone,Technical,Promo,N,Android,Tier-3,SUMMER,Current
15441,69,0,Very High,North,High School,One year,Electronic Check,Standard,44,69.52,3058.88,60,16,26.1378836,6,-0.336013034,0.700542745,0,Mobile,Phone,Silver,No,No,No,Movies,Social,Social,Technical,Bundle,N,Android,Tier-2,SUMMER,Current
15442,56,M,low,East,High School,M2M,Crypto,basic,42,151.18,6349.56,79,19,46.71678418,7,-0.791825602,0.534559319,1,SmartTV,Web,Bronze,Yes,yes,Yes,Movies,Social,Phone,Billing,Intro,FALSE,Windows,Tier-1,SUMMER,30+
15443,21,F,Low,South,Diploma,One year,Mailed Check,Basic,24,115.04,2760.96,19,1,8.024611392,12,0.102308593,0.377312719,1,SmartTV,App,Bronze,No,No, ,Movies,Email,Chat,Technical,Loyalty,N,Linux,Tier-2,SUMMER,Current
15444,46,Male,Medium,Central,PhD,M2M,Bank Transfer,basic,18,157,2826,5,16,43.87358596,5,-0.468203405,0.933132485,1,Mobile,Phone,Platinum,No,Yes,No,Movies,TV,Chat,Technical,Employee,No,iOS,Tier-1,SUMMER,60+
15445,61,1,low,South,Bachelors,Two year,paypal,basic,39,154.8,6037.2,67,16,45.27009052,10,0.532653854,0.7248395,1,Mobile,Phone,Gold,No,Yes,No,Movies,Email,Email,Technical,Loyalty,Y,iOS,Tier-2,WELCOME,Current
15446,49,TRUE,low,East,Masters,Two year,paypal,Standard,92,150.65,13859.8,31,8,57.40308904,9,-0.21701339,0.289781636,1,Mobile,Email,Bronze,0,Yes,No,International,Friend,Phone,Technical,Intro,No,Android,Tier-3,SUMMER,Current
15447,72,Male,low,South,PhD,3-Year,Crypto,Standard,66,134.49,8876.34,40,15,40.04113805,7,0.105209985,0.914393934,0,SmartTV,Web,Bronze,No,No, ,Movies,Unknown,App,Technical,Loyalty,Y,iOS,Tier-2,SUMMER,Current
15448,46,Female,Medium,West,High School,Month-to-month,Bank Transfer,Standard,10,54.74,547.4,22,14,18.76054029,12,0.718675858,0.180167094,0,Mobile,Phone,Bronze,TRUE,Yes,No,Movies,TV,Phone,Technical,Loyalty,1,Android,Tier-3,SUMMER,Current
15449,79,1,low,East,Diploma,Month-to-month,Crypto,basic,15,93.98,1409.7,55,7,47.60296839,6,0.153543153,0.025559619,1,,App,Silver,FALSE,Yes,No,Music,Email,Chat,Technical,Loyalty,No,iOS,Tier-2,SUMMER,60+
15450,47,Male,Very High,South,Masters,3-Year,Bank Transfer,Ultra,49,118.15,4913.795,46,18,3.979857124,9,-0.603584753,0.425219673,0,SmartTV,Web,Platinum,Yes,No,Yes,International,Friend,Phone,Technical,Loyalty,Yes,Other,Tier-3,SUMMER,Current
15451,46,FALSE,low,North,Diploma,Two year,cash,Basic,105,166.1,17440.5,47,16,6.534845237,6,0.647892896,0.331320536,0,SmartTV,App,Bronze,Yes,Yes,Yes,Movies,Friend,Chat,Technical,Promo,Y,iOS,Tier-3,BLACKFRIDAY,Current
15452,134.1280608,Female,low,South,Diploma,Two year,Electronic Check,Premium,59,180.77,10665.43,17,15,3.273225341,14,-0.93357579,0.929186007,1,Console,Phone,Platinum,No,yes,No,Movies,Unknown,Email,Technical,Loyalty,No,iOS,Tier-2,SPRING,30+
15453,49,0,HIGH,North,Bachelors,Two year,Bank Transfer,STANDARD,77,115.42,4913.795,96,0,55.1811982,6,-0.078888643,0.256852954,0,Mobile,In-Store,Silver,No,YES,No,Movies,Radio,Phone,Technical,Loyalty,Y,Android,Tier-1,SUMMER,Current
15454,43,Male,low,West,Masters,M2M,Bank Transfer,basic,108,134.17,14490.36,85,4,54.32151054,4,0.76740779,0.229308815,0,Mobile,Web,Bronze,No,No,No,WorkFromHome,Social,Phone,Billing,Bundle,N,iOS,Tier-1,SUMMER,Current
15455,54,FALSE,High,Central,Masters,One year,Electronic Check,Basic,72,89.02,6409.44,6,1,28.32447601,14,-0.208047821,0.270575624,0,Desktop,App,Bronze,0,NO,No,Music,Billboard,Chat,Technical,Loyalty,Y,Android,Tier-3,SUMMER,Current
15456,44,1,Very High,East,High School,Two year,cash,Premium,84,171.56,4913.795,4,16,49.56894679,10,-0.116278303,0.101176166,0,Desktop,Web,Platinum,Y,No,No,Movies,Affiliate,Phone,Service,Bundle,Yes,Android,Tier-1,NEWYEAR,Current
15457,47,Male,High,Central,Diploma,One year,Mailed Check,Standard,84,168.03,14114.52,47,18,26.10961229,5,-0.526425476,0.323111272,0,Desktop,App,Silver,TRUE,NO,No,Movies,Email,Email,Technical,Loyalty,Yes,Other,Tier-2,SUMMER,Current
15458,68,TRUE,Very High,South,Diploma,One year,Bank Transfer,Basic,62,83.64,5185.68,45,9,14.71680271,4,-0.213614243,0.273850361,0,Mobile,Chat,Bronze,No,NO,Yes,Movies,Social,Email,Technical,Loyalty,Yes,iOS,Tier-2,SUMMER,30+
15459,134.4229703,FALSE,High,West,Diploma,One year,Mailed Check,STANDARD,45,152.17,6847.65,56,4,3.427186278,1,0.283362662,0.493048275,0,Mobile,In-Store,Bronze,1,Yes,Yes,Sports,Search,Phone,Billing,Loyalty,0,iOS,Tier-3,SUMMER,30+
15460,47,TRUE,HIGH,South,Diploma,One year,Electronic Check,STANDARD,92,33.96,3124.32,3,6,53.9905671,11,-0.801437633,0.982994812,1,Mobile,App,Gold,0,No,No,Sports,Search,Phone,Technical,Loyalty,N,Linux,Tier-1,SUMMER,Current
15461,20,1,High,West,High School,Month-to-month,Crypto,Standard,74,114.13,8445.62,87,19,38.72892469,1,0.539559762,0.391042715,0,Desktop,Web,Platinum,0,Yes,No,Movies,Affiliate,App,Technical,Bundle,Yes,Android,Tier-3,SUMMER,30+
15462,76,Male,Medium,Central,Bachelors,Month-to-month,cash,Ultra,13,126.07,1638.91,10,5,24.32306324,6,-0.707578567,0.463370959,1,Mobile,App,Bronze,No,No,No,Movies,Unknown,Chat,Technical,Loyalty,FALSE,Android,Tier-2,SPRING,60+
15463,49,F,low,West,PhD,3-Year,Crypto,Standard,103,47.15,4856.45,99,6,69.90089691,10,0.484811125,0.214998095,0,Mobile,Web,Diamond,Y,YES,No,Sports,Search,Chat,Service,Promo,N,iOS,Tier-1,VIP,Current
15464,60,0,HIGH,South,Diploma,M2M,Crypto,Ultra,114,105.165,19205.58,15,7,13.97483384,8,0.755142143,0.620295288,0,Mobile,Web,Diamond,Yes,NO,No,Security,Email,App,Technical,Intro,Yes,ANDROID,Tier-1,BLACKFRIDAY,Current
15465,24,Male,HIGH,West,Diploma,Month-to-month,Mailed Check,Ultra,117,85.01,9946.17,83,17,25.22616369,1,0.202055457,0.282623398,0,Mobile,App,Silver,No,No,Yes,Kids,Social,Social,Technical,Loyalty,N,Android,Tier-2,CYBER,Current
15466,78,Male,Medium,North,Diploma,Month-to-month,Bank Transfer,Basic,104,59.81,6220.24,7,4,65.02433421,6,0.141735004,0.879865609,0,SmartTV,Chat,Bronze,Yes,No,Yes,Music,Search,Chat,Technical,Loyalty,Unknown,Android,Tier-1,SUMMER,Current
15467,66,TRUE,Medium,North,Bachelors,Month-to-month,Bank Transfer,Ultra,52,172.6,8975.2,85,15,45.24844519,4,0.032640835,0.489287573,0,Mobile,Chat,Diamond,Yes,No,No,Movies,Affiliate,Phone,Technical,Loyalty,N,Linux,Tier-1,FLASH,Current
15468,74,TRUE,Medium,West,Masters,Two year,Credit Card,Standard,50,108.84,5442,43,3,62.32780691,7,-0.537910879,0.957402348,0,Desktop,App,Silver,1,Yes,Yes,Movies,TV,Chat,Technical,Intro,No,Android,Tier-3,SUMMER,Current
15469,26,F,Low,West,Diploma,M2M,cash,basic,34,102.68,3491.12,78,6,41.78202031,14,0.910316049,0.086006103,1,Desktop,Chat,Silver,No,no,Yes,Movies,Search,Phone,Technical,Bundle,Yes,Android,Tier-2,SUMMER,Current
15470,70,TRUE,HIGH,West,Diploma,M2M,paypal,Premium,51,78.41,3998.91,10,15,12.53642578,4,0.442625579,0.579298208,0,Mobile,App,Gold,No,No,No,Movies,Friend,Email,Technical,Promo,Y,iOS,Tier-1,SUMMER,30+
15471,58,Female,Very High,West,Diploma,One year,cash,Standard,15,134.2,2013,72,0,57.01006181,8,-0.382519888,0.872829204,0,Desktop,Phone,Gold,Yes,No,No,Movies,Search,Community,Technical,Intro,Yes,Android,Tier-2,SUMMER,Current
15472,59,1,Medium,West,Diploma,Month-to-month,paypal,Standard,30,98.51,4913.795,11,18,21.76659376,8,0.380316133,0.153328975,1,Mobile,App,Silver,Y,no,Yes,Sports,Unknown,Phone,Service,Loyalty,Y,iOS,Tier-2,SUMMER,Current
15473,30,M,Medium,North,Diploma,Two year,Crypto,basic,73,103.78,7575.94,28,15,66.29630873,8,-0.111192554,0.438897586,1,Mobile,Email,Silver,0,No,No,Security,TV,Email,Service,Bundle,0,Android,Tier-2,FLASH,Current
15474,32,Female,Low,East,Diploma,One year,Crypto,Standard,71,42.89,4913.795,61,6,11.06009355,1,0.564075022,0.029935529,0,Desktop,APP,Bronze,No,No, ,Sports,Social,Phone,Technical,Intro,1,iOS,Tier-1,SUMMER,60+
15475,71,1,Low,Central,Diploma,Two year,Crypto,Ultra,38,91.78,4913.795,21,0,37.27354908,1,0.26877743,0.152135474,0,Mobile,Web,Diamond,TRUE,Yes,No,WorkFromHome,Social,Phone,Technical,Intro,Yes,iOS,Tier-3,SUMMER,Current
15476,22,Male,low,North,Diploma,Month-to-month,Electronic Check,basic,39,88.36,3446.04,43,8,58.50570816,8,0.987890546,0.746697931,0,Mobile,Web,Gold,No,No,No,Kids,Search,Chat,Technical,Loyalty,1,Linux,Tier-1,BLACKFRIDAY,Current
15477,46,Female,Medium,West,High School,M2M,paypal,Premium,101,62.73,6335.73,27,4,44.13939701,3,0.248922858,0.543585337,0,Console,In-Store,Bronze,Yes,No, ,Movies,TV,Community,Technical,Intro,N,iOS,Tier-2,SPRING,Current
15478,52,Male,low,East,Masters,One year,Credit Card,Ultra,117,177.77,20799.09,7,13,1.57857168,1,-0.816176777,0.037362633,0,Mobile,Email,Platinum,FALSE,YES,Yes,WorkFromHome,Email,Phone,Technical,Loyalty,Y,iOS,Tier-3,SUMMER,Current
15479,44,Female,Medium,East,Diploma,One year,Crypto,Standard,85,342.6491078,2496.45,47,9,25.32804347,14,0.130385411,0.167755123,0,Mobile,Web,Bronze,No,No,No,Movies,Email,Chat,Retention,Promo,0,Android,Tier-3,SUMMER,30+
15480,44,Female,low,Central,Masters,3-Year,Mailed Check,Ultra,20,36.67,733.4,91,13,25.55824147,3,-0.006690023,0.714051445,0,Mobile,App,Silver,No,No,Yes,Sports,Social,Email,Technical,Loyalty,Yes,Other,Tier-2,FLASH,Current
15481,25,M,HIGH,South,Diploma,M2M,Electronic Check,STANDARD,113,118.25,13362.25,72,13,18.41251187,8,-0.186068584,0.942345663,0,Console,Phone,Silver,No,NO,No,Movies,Radio,Chat,Outage,Bundle,No,Windows,Tier-3,SUMMER,Current
15482,49,F,Medium,South,PhD,Two year,Crypto,Basic,89,64.98,5783.22,62,5,62.6427969,11,-0.068026156,0.353179134,0,Desktop,Phone,Bronze,TRUE,no,Yes,Movies,Affiliate,Chat,Technical,Loyalty,Yes,Android,Tier-1,SUMMER,Current
15483,37,Female,Low,South,Masters,M2M,Credit Card,Ultra,73,105.165,9314.8,99,18,51.91373339,10,-0.933341,0.002139941,0,Mobile,Phone,Gold,FALSE,NO,No,Music,Friend,App,Billing,Loyalty,Yes,iOS,Tier-3,SUMMER,Current
15484,27,TRUE,Low,South,High School,One year,Mailed Check,basic,68,105.165,5605.92,58,5,62.02548253,5,-0.085963672,0.142449658,0,Desktop,Web,Platinum,Yes,Yes,No,Kids,Search,Chat,Technical,Loyalty,1,Android,Tier-4,SUMMER,Current
15485,30,Male,low,North,Diploma,One year,paypal,Basic,71,69.47,4932.37,43,19,36.17118825,14,-0.022622441,0.86007388,0,Tablet,Web,Bronze,No,Yes,No,Movies,Social,Email,Technical,Loyalty,Y,iOS,Tier-1,SUMMER,Current
15486,46,M,low,North,Diploma,One year,Credit Card,STANDARD,54,105.165,10494.9,94,14,45.63575115,10,-0.449604537,0.194147224,0,Desktop,Web,Platinum,FALSE,YES,No,Kids,Email,Phone,Technical,Loyalty,Y,Other,Tier-1,SUMMER,Current
15487,52,Female,Low,West,Diploma,Two year,Crypto,Ultra,0,49.8,0,65,5,59.66187773,10,-0.597867593,0.033554566,0,Mobile,Web,Platinum,FALSE,no, ,Sports,Search,Chat,Technical,Student,N,iOS,Tier-2,SUMMER,Current
15488,78,TRUE,Low,East,Bachelors,One year,Mailed Check,STANDARD,40,105.165,6312,98,11,36.24746016,5,0.980398147,0.994906982,1,Desktop,Phone,Bronze,Yes,Yes,Yes,Sports,Friend,Email,Technical,Promo,N,iOS,Tier-2,CYBER,90+
15489,71,F,Medium,North,High School,One year,Bank Transfer,Ultra,56,100.06,5603.36,31,3,29.29803741,8,-0.674476321,0.678713315,0,Mobile,Web,Silver,TRUE,Yes,No,Security,Friend,Social,Technical,Loyalty,No,iOS,Tier-1,CYBER,60+
15490,25,Male,low,North,Bachelors,M2M,paypal,Ultra,96,188.13,4913.795,66,0,22.53166394,6,-0.030410423,0.069789878,0,Mobile,In-Store,Platinum,No,Yes,Yes,Movies,Search,Email,Technical,Loyalty,0,iOS,Tier-4,SUMMER,Current
15491,46,M,HIGH,Central,Diploma,3-Year,cash,STANDARD,70,61.29,4290.3,28,0,56.74435467,14,-0.624026104,0.813140499,0,Mobile,Email,Bronze,0,No,No,Gamer,Event,Phone,Billing,Loyalty,N,Android,Tier-2,SUMMER,Current
15492,48,1,Medium,North,PhD,Month-to-month,Electronic Check,Basic,116,175.31,4913.795,27,13,71.41053059,14,0.250102206,0.579334079,0,Desktop,App,Bronze,Yes,no,Yes,Security,Email,Chat,Technical,Intro,Yes,Android,Tier-1,SUMMER,Current
15493,58,0,Low,South,PhD,3-Year,cash,basic,113,28.62,3234.06,36,6,64.18492966,14,0.34249521,0.779750116,0,Mobile,App,Bronze,0,Yes,No,Sports,Event,Chat,Technical,Loyalty,Yes,iOS,Tier-2,SUMMER,Current
15494,47,F,low,North,High School,Two year,cash,basic,16,190.69,3051.04,5,11,15.36269417,6,0.424122024,0.604863655,0,Desktop,In-Store,Platinum,No,Yes,No,Kids,Radio,Community,Technical,Loyalty,Yes,Android,Tier-1,SUMMER,Current
