CustomerID,Age,Gender,IncomeTier,Region,Education,ContractLength,PaymentMethod,PlanType,TenureMonths,MonthlyCharges,TotalCharges,LoginsLastMonth,TicketsOpened,TicketsResolutionTime,RFMScore,UsageChangePct,CompetitorIndex,Churn,DeviceType,ChannelPreferred,CustomerSegment,AutoPay,Paperless,FamilyPlan,AddOnBundle,ReferralSource,SupportChannelPreferred,ComplaintCategory,DiscountType,ContractAutoRenew,DeviceOS,CityTier,PromoCodeUsed,PaymentDelinquencyStatus
7347,77.0,Female,low,North,high school,2 years,cash,premium,114.0,178.79,4913.795,13.0,11,39.03396717,14,0.08093195,0.945365526,0,desktop,app,gold,no,no,yes,movies,tv,app,technical,loyalty,yes,ios,tier-1,summer,current
7348,68.0,Male,high,Central,high school,3 years,Electronic Check,basic,59.0,212.8773024,7832.25,55.0,3,45.037955,12,-0.005354699,0.685750767,0,tablet,app,silver,yes,no,yes,movies,search,phone,technical,bundle,yes,android,tier-3,summer,current
7349,47.0,Male,high,Central,phd,Every month,Crypto,ultra,102.0,73.05,7451.1,3.0,1,30.26379332,3,0.068967776,0.513789588,0,mobile,phone,bronze,yes,no,no,movies,email,email,retention,intro,no,android,tier-1,summer,current
7350,28.0,Male,medium,East,diploma,2 years,paypal,standard,57.0,276.18,2179.11,73.0,8,12.97336978,8,-0.834295102,0.485481549,0,mobile,web,bronze,yes,no,yes,music,affiliate,chat,technical,bundle,no,android,tier-1,welcome,current
7351,45.0,Female,high,North,phd,2 years,Electronic Check,standard,99.0,128.09,12680.91,33.0,0,54.03694172,7,0.943907769,0.447758499,0,tablet,phone,bronze,yes,yes,yes,movies,email,phone,technical,loyalty,yes,android,tier-2,blackfriday,current
7352,61.0,Female,low,East,bachelors,3 years,cash,standard,51.0,95.78,4884.78,38.0,16,16.50606606,12,0.557675083,0.004105235,0,mobile,in-store,bronze,no,no,no,movies,friend,chat,service,promo,yes,ios,tier-1,newyear,30+
7353,29.0,Male,high,Central,masters,Every month,Credit Card,standard,16.0,100.6,1609.6,49.0,17,59.94145873,12,-0.962494376,0.908805699,1,smarttv,app,bronze,no,no,yes,movies,friend,chat,technical,loyalty,unknown,macos,tier-1,summer,30+
7354,56.0,Male,medium,North,diploma,3 years,Mailed Check,standard,108.0,41.52,4484.16,26.0,12,15.97779389,13,-0.649973483,0.090893679,1,mobile,web,platinum,no,yes,unknown,kids,email,phone,technical,promo,no,android,tier-2,summer,current
7355,43.0,Female,medium,South,diploma,2 years,cash,basic,37.0,61.21,2264.77,47.0,12,67.4669436,1,-0.216020363,0.581758151,1,tablet,in-store,bronze,no,yes,yes,movies,affiliate,social,technical,intro,no,linux,tier-2,welcome,60+
7356,30.0,Female,low,West,diploma,2 years,Bank Transfer,basic,65.0,31.76,2064.4,32.0,11,13.97259744,4,0.141502503,0.397054515,0,console,app,silver,no,yes,no,movies,email,email,technical,loyalty,no,macos,tier-1,spring,current
7357,76.0,Male,low,Central,diploma,3 years,Bank Transfer,basic,14.0,96.26,1347.64,66.0,3,41.97125801,4,0.960015262,0.952043665,1,mobile,in-store,diamond,yes,yes,no,movies,event,email,technical,intro,yes,ios,tier-3,summer,current
7358,25.0,Male,low,South,diploma,3 years,Bank Transfer,premium,21.0,133.72,2808.12,17.0,7,71.33939772,3,0.80171345,0.042380908,0,mobile,web,bronze,yes,no,yes,movies,affiliate,email,retention,intro,yes,android,tier-3,summer,current
7359,49.0,Male,very high,West,diploma,Every month,cash,basic,112.0,54.16,6065.92,11.0,10,70.93095988,10,0.011671277,0.288118558,0,desktop,chat,silver,yes,yes,unknown,sports,billboard,social,technical,loyalty,no,macos,tier-1,summer,current
7360,78.0,Male,high,North,masters,1 year,paypal,basic,38.0,53.36,2027.68,85.0,10,1.187601528,11,-0.591506944,0.030374263,0,tablet,phone,bronze,yes,no,no,workfromhome,unknown,phone,technical,loyalty,no,ios,tier-3,summer,current
7361,71.0,Female,low,South,diploma,3 years,Mailed Check,standard,29.0,105.165,19081.901250000003,31.0,11,21.75637848,5,-0.886734837,0.811939971,0,desktop,phone,bronze,yes,no,yes,movies,event,phone,technical,promo,no,macos,tier-1,summer,current
7362,45.0,Female,low,South,masters,3 years,cash,basic,117.0,139.85,16362.45,4.0,11,20.32396017,6,0.57760299,0.186489194,0,mobile,phone,silver,yes,no,yes,sports,tv,chat,technical,loyalty,yes,ios,tier-1,summer,30+
7363,75.0,Male,medium,West,phd,1 year,paypal,standard,0.0,13.17,4913.795,89.0,12,60.13938136,10,-0.321682439,0.692385206,0,mobile,phone,bronze,yes,yes,no,international,affiliate,phone,technical,loyalty,yes,other,tier-3,blackfriday,current
7364,47.0,Female,low,South,diploma,2 years,Mailed Check,standard,10.0,20.37,4913.795,74.0,8,70.19323709,7,0.90281519,0.001207761,0,desktop,app,diamond,yes,yes,no,movies,social,phone,billing,loyalty,no,android,tier-3,newyear,current
7365,26.0,Male,high,North,diploma,2 years,Electronic Check,premium,36.0,105.165,4118.76,89.0,7,41.67695374,10,0.582178496,0.642554076,1,desktop,web,silver,no,no,no,movies,tv,chat,technical,loyalty,yes,ios,tier-2,spring,current
7366,56.0,Male,very high,North,diploma,2 years,Bank Transfer,basic,73.0,38.3,2795.9,42.0,8,70.86540948,14,0.863065417,0.11205749,0,mobile,app,gold,no,no,no,movies,friend,phone,technical,intro,no,android,tier-3,summer,current
7367,49.0,Female,medium,Central,high school,1 year,Mailed Check,standard,39.0,161.33,6291.87,81.0,10,26.39666218,1,0.889485807,0.972002279,0,tablet,phone,silver,yes,no,unknown,security,social,email,technical,loyalty,no,android,tier-3,spring,30+
7368,75.0,Male,high,West,diploma,2 years,paypal,premium,2.0,105.165,98.46,95.0,3,57.14529063,1,0.090941175,0.661714534,0,mobile,app,bronze,yes,no,no,movies,event,phone,service,loyalty,yes,android,tier-1,summer,current
7369,38.0,Male,medium,East,high school,2 years,Bank Transfer,basic,114.0,179.21,19081.901250000003,37.0,18,56.27788651,1,0.269135044,0.895537452,0,desktop,app,silver,yes,no,yes,movies,affiliate,social,technical,loyalty,yes,windows,tier-3,summer,current
7370,73.0,Male,low,North,high school,Every month,Mailed Check,basic,115.0,10.9,1253.5,97.0,6,68.22829046,4,-0.195373466,0.485945385,0,mobile,app,silver,no,no,yes,workfromhome,search,phone,technical,loyalty,yes,ios,tier-4,summer,current
7371,49.0,Male,very high,East,diploma,Every month,Mailed Check,standard,50.0,42.84,2142.0,78.0,9,1.445348083,1,0.327059716,0.59125976,0,smarttv,email,bronze,no,yes,yes,movies,tv,chat,technical,loyalty,no,ios,tier-3,summer,current
7372,51.0,Male,medium,South,high school,1 year,Bank Transfer,basic,69.0,21.13,1457.97,40.0,18,16.44439192,13,0.890255873,0.231411487,0,mobile,in-store,silver,no,yes,no,music,social,chat,technical,loyalty,yes,windows,tier-1,flash,current
7373,72.0,Female,very high,West,masters,3 years,Mailed Check,ultra,68.0,74.31,5053.08,77.0,14,18.56975613,13,0.295191857,0.087490071,0,mobile,app,bronze,yes,no,no,security,friend,phone,technical,loyalty,no,android,tier-2,welcome,current
7374,48.0,Male,low,West,diploma,2 years,Crypto,basic,0.0,20.13,4913.795,35.0,17,10.18929671,11,-0.420699333,0.56657223,1,mobile,web,silver,yes,yes,yes,workfromhome,tv,email,service,intro,no,android,tier-2,blackfriday,30+
7375,69.0,Male,high,North,phd,Every month,Bank Transfer,basic,16.0,149.81,2396.96,2.0,8,5.623302734,4,0.216486793,0.283118036,1,tablet,app,gold,yes,yes,no,movies,search,chat,outage,loyalty,yes,android,tier-1,summer,current
7376,42.0,Male,very high,North,diploma,3 years,cash,ultra,54.0,82.86,4474.44,72.0,19,1.786392362,12,-0.898471272,0.564086199,1,mobile,app,gold,no,yes,yes,kids,search,phone,technical,intro,no,android,tier-1,spring,120+
7377,29.0,Female,low,West,high school,2 years,Bank Transfer,ultra,116.0,42.94,4981.04,73.0,3,8.224971132,9,-0.490795592,0.533273751,0,mobile,web,gold,no,no,no,movies,friend,chat,technical,loyalty,yes,ios,tier-3,welcome,current
7378,18.0,Female,low,East,diploma,3 years,Mailed Check,ultra,100.0,105.165,7081.0,64.0,11,50.91483867,3,-0.724616624,0.107563056,0,console,app,bronze,yes,no,yes,movies,friend,phone,technical,loyalty,yes,ios,tier-1,summer,current
7379,72.0,Male,high,West,diploma,1 year,cash,basic,5.0,109.72,4913.795,73.0,13,41.81989436,11,-0.673238973,0.664781017,1,console,web,bronze,no,yes,yes,kids,unknown,chat,technical,loyalty,no,ios,tier-2,summer,30+
7380,39.0,Female,high,Central,diploma,1 year,paypal,standard,15.0,155.33,2329.95,33.0,19,19.40232943,8,-0.19921819,0.161131417,0,mobile,web,bronze,yes,no,no,movies,social,social,billing,loyalty,yes,android,tier-2,summer,current
7381,57.0,Female,low,West,diploma,2 years,Bank Transfer,basic,4.0,111.31,445.24,84.0,5,32.13008497,2,-0.057853373,0.460162725,0,console,phone,bronze,yes,yes,no,movies,search,chat,technical,loyalty,yes,android,tier-1,summer,30+
7382,54.0,Female,low,East,diploma,2 years,Bank Transfer,standard,55.0,72.38,3980.9,44.0,13,35.34847166,7,-0.747436779,0.225030163,0,mobile,web,silver,yes,no,no,movies,search,phone,technical,bundle,no,android,tier-3,flash,current
7383,64.0,Male,very high,South,diploma,Every month,Bank Transfer,premium,97.0,196.87,19081.901250000003,76.0,10,29.86835499,11,0.972365295,0.371755582,1,desktop,in-store,bronze,no,yes,no,movies,unknown,email,technical,loyalty,no,ios,tier-3,summer,current
7384,18.0,Male,low,East,diploma,1 year,Crypto,basic,79.0,100.23,7918.17,36.0,8,8.205377041,2,-0.479637708,0.141114111,0,console,web,diamond,no,yes,no,movies,unknown,phone,technical,loyalty,yes,other,tier-2,blackfriday,current
7385,18.0,Female,low,West,phd,Every month,Bank Transfer,basic,18.0,37.93,682.74,88.0,16,39.0055166,3,-0.424123164,0.035771567,0,tablet,web,gold,no,yes,unknown,movies,friend,email,technical,loyalty,yes,android,tier-1,newyear,current
7386,74.0,Male,low,West,diploma,3 years,cash,standard,108.0,69.59,7515.72,8.0,19,33.36226678,1,-0.413405939,0.021443241,0,mobile,app,bronze,no,no,unknown,workfromhome,friend,phone,technical,loyalty,no,ios,tier-2,summer,current
7387,59.0,Female,low,South,bachelors,Every month,Credit Card,basic,103.0,54.61,5624.83,85.0,15,11.93005268,8,0.165167507,0.660275541,1,console,chat,bronze,yes,no,yes,movies,social,chat,billing,student,yes,android,tier-2,summer,current
7388,71.0,Female,low,Central,high school,2 years,Electronic Check,basic,78.0,74.21,5788.38,53.0,17,44.42583007,12,0.838145134,0.371037253,0,tablet,in-store,diamond,yes,no,no,security,event,chat,service,promo,no,android,tier-1,vip,current
7389,59.0,Male,high,North,phd,Every month,Electronic Check,standard,102.0,49.47,5045.94,9.0,18,67.16565555,2,0.350674226,0.908466698,1,mobile,in-store,silver,yes,no,no,sports,tv,phone,technical,bundle,yes,android,tier-1,vip,current
7390,38.0,Male,medium,East,bachelors,Every month,Credit Card,premium,60.0,127.14,7628.4,63.0,5,26.16204584,14,-0.476223466,0.395406901,0,mobile,phone,bronze,yes,yes,no,sports,friend,chat,billing,loyalty,yes,android,tier-3,summer,current
7391,32.0,Female,low,East,phd,Every month,Credit Card,standard,72.0,88.09,6342.48,52.0,0,54.24445241,13,-0.930249426,0.120242577,0,smarttv,web,bronze,yes,yes,unknown,security,unknown,email,retention,loyalty,yes,android,tier-3,summer,current
7392,34.0,Female,low,West,phd,2 years,Bank Transfer,standard,74.0,197.62,14623.88,61.0,5,46.12731734,11,0.74451983,0.970898483,0,tablet,chat,silver,no,yes,no,movies,affiliate,email,technical,promo,yes,ios,tier-2,summer,current
7393,39.0,Female,high,East,diploma,2 years,Bank Transfer,basic,41.0,114.66,4913.795,85.0,1,5.285602057,10,0.820280974,0.260208076,0,mobile,app,silver,no,no,yes,movies,affiliate,social,service,loyalty,no,android,tier-1,summer,current
7394,55.0,Female,medium,South,high school,3 years,Bank Transfer,basic,46.0,56.57,2602.22,97.0,7,46.9191569,10,0.36386679,0.304544054,1,mobile,in-store,gold,yes,no,no,movies,affiliate,phone,technical,loyalty,yes,macos,tier-2,summer,30+
7395,49.0,Female,low,Central,masters,Every month,cash,basic,39.0,119.36,4655.04,60.0,8,41.29114551,2,-0.153218331,0.88022926,1,mobile,app,platinum,no,yes,no,movies,tv,chat,technical,loyalty,no,android,tier-1,summer,30+
7396,62.0,Male,low,West,masters,1 year,Crypto,basic,2.0,16.21,1704.264322,69.0,12,21.39319816,5,0.905238023,0.858602401,1,desktop,phone,bronze,no,no,no,music,affiliate,chat,technical,loyalty,yes,android,tier-2,summer,current
7397,33.0,Male,high,North,diploma,1 year,Electronic Check,premium,91.0,101.72,9256.52,17.0,14,49.48437329,4,0.780804681,0.93290744,1,desktop,phone,bronze,yes,yes,yes,music,billboard,phone,technical,loyalty,yes,ios,tier-3,spring,current
7398,25.0,Female,high,South,high school,Every month,Crypto,basic,34.0,28.05,953.7,80.0,5,36.36691365,3,0.045797543,0.855894518,0,mobile,email,bronze,yes,yes,no,gamer,search,app,technical,loyalty,unknown,linux,tier-2,newyear,current
7399,79.0,Female,high,North,phd,3 years,Credit Card,standard,14.0,82.09,1149.26,56.0,2,23.75703365,1,-0.976296788,0.111167588,0,desktop,app,gold,yes,no,yes,movies,social,email,service,loyalty,yes,ios,tier-2,summer,current
7400,64.0,Male,medium,East,high school,2 years,Electronic Check,basic,81.0,105.165,13114.71,95.0,3,12.11927844,1,0.780283857,0.57070438,0,desktop,phone,bronze,yes,no,no,international,friend,email,technical,loyalty,no,ios,tier-2,summer,current
7401,34.0,Female,high,East,high school,1 year,Electronic Check,ultra,90.0,105.165,14804.1,64.0,10,50.92460202,1,0.73061798,0.720630529,0,mobile,web,diamond,yes,yes,yes,international,tv,email,retention,loyalty,yes,ios,tier-2,summer,30+
7402,34.0,Male,high,Central,bachelors,3 years,Bank Transfer,standard,55.0,124.87,6867.85,58.0,13,16.5494917,1,0.984474284,0.272119712,0,desktop,chat,silver,no,yes,unknown,music,search,chat,service,loyalty,yes,ios,tier-2,summer,current
7403,71.0,Male,low,North,diploma,Every month,Mailed Check,standard,24.0,11.19,268.56,11.0,11,32.12305525,9,0.876047967,0.578760357,0,desktop,app,bronze,no,no,yes,movies,event,email,technical,loyalty,yes,windows,tier-2,cyber,60+
7404,43.0,Female,low,South,diploma,Every month,Electronic Check,ultra,27.0,103.07,2782.89,20.0,12,1.965239003,11,0.219547547,0.376000883,0,smarttv,chat,platinum,yes,yes,no,movies,email,social,technical,bundle,yes,android,tier-3,welcome,30+
7405,30.0,Male,high,North,bachelors,1 year,Mailed Check,basic,45.0,115.43,5194.35,95.0,19,0.508131973,6,-0.404006392,0.25652899,0,mobile,app,gold,yes,no,yes,movies,affiliate,phone,technical,loyalty,no,macos,tier-1,vip,current
7406,49.0,Male,low,North,high school,3 years,Credit Card,basic,102.0,131.54,13417.08,30.0,14,34.50887557,5,-0.658053815,0.78609181,0,tablet,app,diamond,yes,no,no,kids,search,email,technical,promo,yes,android,tier-2,summer,current
7407,55.0,Male,high,North,diploma,1 year,paypal,basic,70.0,23.55,1648.5,15.0,8,9.03356525,10,-0.79443431,0.515082873,0,mobile,web,silver,yes,no,yes,movies,unknown,phone,billing,loyalty,no,android,tier-2,summer,current
7408,34.0,Male,high,North,diploma,1 year,cash,basic,35.0,159.64,5587.4,65.0,8,30.57978503,14,0.141324298,0.925757523,1,mobile,web,gold,yes,no,no,movies,unknown,email,technical,loyalty,no,ios,tier-1,summer,current
7409,65.0,Male,low,East,bachelors,Every month,Credit Card,basic,4.0,43.77,175.08,12.0,0,19.65325687,10,0.793714966,0.036328645,0,mobile,chat,bronze,no,no,yes,movies,friend,email,retention,loyalty,no,android,tier-3,spring,current
7410,31.0,Male,low,Central,diploma,2 years,Crypto,ultra,78.0,117.08,9132.24,60.0,4,67.03844727,4,0.415015414,0.164570194,0,tablet,phone,gold,yes,yes,unknown,music,social,phone,technical,loyalty,no,android,tier-1,summer,current
7411,62.0,Male,high,South,diploma,2 years,Electronic Check,standard,112.0,13.76,1541.12,30.0,6,53.75033324,12,-0.65924575,0.252846929,0,mobile,app,platinum,yes,yes,no,sports,event,phone,technical,bundle,no,android,tier-3,newyear,current
7412,23.0,Female,very high,West,phd,3 years,Crypto,basic,116.0,94.81,10997.96,69.0,8,26.74734658,4,0.884677214,0.519270759,0,mobile,phone,silver,yes,yes,yes,gamer,affiliate,chat,technical,loyalty,yes,android,tier-1,summer,current
7413,49.0,Female,low,East,bachelors,Every month,cash,premium,112.0,142.51,4913.795,42.0,0,22.53903169,9,-0.287141629,0.489316474,0,mobile,web,bronze,no,no,unknown,security,email,chat,technical,loyalty,no,macos,tier-2,summer,30+
7414,63.0,Male,low,East,diploma,2 years,cash,premium,54.0,167.67,4913.795,63.0,10,65.1600808,13,-0.692657898,0.99238082,1,tablet,phone,diamond,no,yes,no,movies,unknown,phone,technical,loyalty,no,android,tier-2,summer,90+
7415,31.0,Male,low,South,diploma,3 years,cash,premium,76.0,63.69,4913.795,83.0,6,25.75382138,9,0.222517368,0.351743337,0,mobile,chat,silver,yes,no,no,movies,event,chat,technical,loyalty,yes,ios,tier-1,summer,current
7416,49.0,Male,low,South,masters,3 years,Electronic Check,basic,26.0,77.85,2024.1,45.0,1,30.75965139,5,0.066012339,0.407666547,0,mobile,email,bronze,no,yes,no,movies,unknown,chat,technical,loyalty,no,ios,tier-2,cyber,current
7417,25.0,Female,very high,Central,diploma,3 years,Bank Transfer,ultra,23.0,182.39,4194.97,52.0,16,49.34205269,14,-0.740420538,0.440886686,1,tablet,app,bronze,no,yes,yes,movies,unknown,email,technical,promo,yes,ios,tier-3,summer,90+
7418,78.0,Male,low,West,diploma,1 year,Bank Transfer,premium,116.0,44.64,5178.24,27.0,7,42.36855371,4,-0.113951794,0.842012175,1,smarttv,in-store,silver,no,no,yes,movies,tv,community,technical,loyalty,no,windows,tier-1,summer,current
7419,32.0,Male,very high,East,high school,3 years,cash,ultra,36.0,38.79,1396.44,97.0,6,53.93976455,4,0.615852615,0.56964024,1,desktop,app,silver,yes,yes,unknown,music,affiliate,phone,technical,loyalty,no,ios,tier-3,summer,current
7420,71.0,Male,high,Central,diploma,Every month,cash,basic,116.0,37.41,4339.56,8.0,17,46.51299783,12,0.793241795,0.160126528,0,mobile,web,gold,no,no,unknown,music,search,app,technical,intro,unknown,android,tier-2,blackfriday,current
7421,78.0,Male,medium,East,high school,Every month,paypal,standard,117.0,52.65,6160.05,33.0,12,55.87688846,14,0.460485184,0.935636195,0,mobile,app,bronze,no,no,yes,music,affiliate,email,technical,intro,yes,ios,tier-2,summer,current
7422,44.0,Male,very high,Central,phd,Every month,Electronic Check,premium,29.0,175.65,5093.85,66.0,1,40.82767941,11,0.293912961,0.599856372,0,mobile,web,silver,no,no,no,movies,event,chat,technical,loyalty,no,windows,tier-2,flash,current
7423,30.0,Female,high,Central,masters,Every month,Electronic Check,ultra,6.0,33.43,200.58,45.0,15,13.1275192,3,0.098802987,0.138961352,0,mobile,app,gold,yes,no,no,movies,email,email,technical,promo,yes,ios,tier-1,summer,current
7424,66.0,Female,very high,West,diploma,1 year,cash,basic,95.0,85.57,8129.15,52.0,19,52.975788,14,0.143781951,0.976324437,0,desktop,phone,gold,yes,yes,yes,international,affiliate,phone,technical,loyalty,yes,other,tier-3,summer,60+
7425,48.0,Male,low,North,diploma,Every month,Crypto,basic,0.0,105.165,4913.795,56.0,1,11.8592232,1,-0.303690605,0.573392129,0,mobile,app,gold,yes,yes,yes,kids,affiliate,social,technical,promo,no,ios,tier-3,cyber,current
7426,70.0,Female,low,East,masters,Every month,Electronic Check,standard,116.0,31.42,3644.72,36.0,2,7.418304195,12,0.192683955,0.227176269,0,mobile,app,silver,no,yes,yes,movies,search,social,technical,promo,yes,ios,tier-1,summer,60+
7427,73.0,Female,medium,Central,diploma,3 years,Electronic Check,ultra,96.0,184.97,17757.12,84.0,3,29.81474689,7,-0.41133698,0.58449963,0,mobile,app,silver,yes,no,unknown,movies,search,phone,technical,loyalty,yes,macos,tier-1,summer,current
7428,52.0,Male,low,Central,high school,3 years,cash,basic,41.0,105.165,2584.23,3.0,9,70.93240782,8,0.095452973,0.076535653,0,smarttv,chat,gold,yes,no,no,movies,event,chat,technical,loyalty,unknown,linux,tier-1,summer,current
7429,77.0,Female,low,South,masters,3 years,paypal,standard,15.0,105.165,4913.795,28.0,17,1.339236782,11,-0.705520621,0.983399586,1,mobile,email,gold,yes,yes,no,security,email,chat,technical,student,yes,ios,tier-3,summer,90+
7430,23.0,Male,high,North,bachelors,Every month,Mailed Check,premium,26.0,176.34,4584.84,95.0,18,27.4510271,1,-0.418327183,0.06708624,0,desktop,email,silver,yes,yes,yes,movies,billboard,phone,technical,intro,no,android,tier-3,summer,current
7431,22.0,Male,very high,South,diploma,Every month,Crypto,basic,52.0,15.17,788.84,58.0,16,45.8071714,5,0.732950866,0.699217034,0,mobile,app,platinum,no,no,no,movies,friend,email,outage,loyalty,no,android,tier-2,summer,current
7432,49.0,Male,very high,North,diploma,Every month,Crypto,basic,48.0,176.43,8468.64,31.0,9,54.76894254,4,-0.975898829,0.297693388,0,tablet,app,gold,yes,no,no,movies,search,social,outage,promo,no,android,tier-3,summer,current
7433,75.0,Female,very high,West,masters,1 year,Electronic Check,standard,99.0,159.73,15813.27,44.0,12,26.40563456,3,0.386242528,0.595937894,0,mobile,web,bronze,no,no,no,security,email,chat,billing,student,yes,ios,tier-2,summer,current
7434,66.0,Male,high,West,diploma,1 year,Mailed Check,basic,77.0,21.61,1663.97,21.0,10,1.658876624,4,0.075210141,0.392078429,1,mobile,app,silver,no,no,yes,movies,social,chat,billing,loyalty,no,linux,tier-2,spring,current
7435,40.0,Female,very high,South,diploma,1 year,Electronic Check,basic,31.0,147.22,4563.82,51.0,14,14.25762775,8,0.861435444,0.522088428,0,smarttv,app,bronze,yes,no,no,movies,billboard,email,technical,loyalty,no,ios,tier-1,flash,current
7436,42.0,Male,medium,South,diploma,2 years,Credit Card,standard,84.0,128.17,10766.28,26.0,8,46.3491475,7,0.013199975,0.183437466,0,tablet,phone,silver,yes,no,yes,workfromhome,event,chat,technical,loyalty,yes,ios,tier-2,summer,30+
7437,51.0,Male,medium,North,high school,1 year,Bank Transfer,premium,107.0,102.39,10955.73,65.0,7,53.79575722,4,-0.392209279,0.647331099,0,tablet,chat,gold,no,yes,yes,workfromhome,social,chat,technical,loyalty,no,android,tier-3,summer,current
7438,43.0,Male,low,North,bachelors,3 years,cash,basic,24.0,105.165,4913.795,19.0,3,65.63702299,1,-0.52607799,0.549176149,1,smarttv,web,bronze,no,yes,no,movies,search,chat,technical,loyalty,no,linux,tier-2,welcome,60+
7439,49.0,Female,very high,South,diploma,Every month,Bank Transfer,ultra,2.0,159.68,19081.901250000003,56.0,4,61.97467434,10,-0.501637119,0.389444054,1,mobile,phone,diamond,yes,no,no,sports,social,email,technical,loyalty,no,ios,tier-3,summer,120+
7440,22.0,Male,very high,South,bachelors,2 years,Bank Transfer,standard,116.0,116.73,13540.68,17.0,16,2.482059699,2,0.178876662,0.906497737,0,tablet,in-store,bronze,no,yes,unknown,music,friend,phone,technical,loyalty,no,linux,tier-1,summer,current
7441,43.0,Female,high,Central,masters,2 years,Bank Transfer,standard,42.0,126.96,4913.795,96.0,2,63.6620839,1,0.880440801,0.850261857,0,desktop,chat,gold,yes,no,yes,movies,tv,phone,technical,intro,yes,ios,tier-1,summer,current
7442,37.0,Female,medium,East,masters,2 years,Bank Transfer,basic,0.0,24.92,4913.795,98.0,2,36.32792756,2,0.221540711,0.024803765,0,tablet,web,gold,no,yes,no,security,tv,chat,technical,loyalty,yes,ios,tier-3,summer,current
7443,23.0,Female,medium,South,bachelors,1 year,Mailed Check,ultra,114.0,40.9,4662.6,31.0,4,25.21322699,3,-0.618196033,0.649948029,0,smarttv,email,silver,yes,yes,no,sports,affiliate,chat,technical,loyalty,yes,android,tier-3,summer,30+
7444,23.0,Male,low,North,high school,Every month,cash,standard,11.0,138.29,1521.19,79.0,3,24.87609683,5,-0.055121994,0.732362953,0,mobile,in-store,gold,yes,no,unknown,movies,email,app,technical,intro,no,ios,tier-2,summer,current
7445,76.0,Female,low,Central,masters,2 years,Credit Card,basic,55.0,66.95,3682.25,32.0,0,42.6697341,11,0.367545771,0.803590784,1,desktop,app,bronze,yes,no,unknown,workfromhome,social,email,other,loyalty,yes,android,tier-1,summer,90+
7446,67.0,Female,low,West,phd,2 years,Crypto,basic,76.0,56.02,4257.52,39.0,13,25.43774095,12,0.730241977,0.564624502,0,tablet,chat,silver,yes,yes,unknown,movies,tv,phone,technical,loyalty,no,linux,tier-3,summer,current
7447,35.0,Male,medium,West,diploma,1 year,Bank Transfer,basic,53.0,116.87,6194.11,7.0,8,35.30181669,1,-0.697316282,0.233885279,0,desktop,web,platinum,yes,no,no,kids,social,email,technical,loyalty,yes,ios,tier-1,summer,current
7448,49.0,Female,low,West,diploma,Every month,Credit Card,standard,14.0,175.25,2453.5,24.0,16,46.30975837,13,-0.054291863,0.041930129,1,tablet,app,bronze,yes,no,no,movies,email,chat,technical,loyalty,yes,ios,tier-2,summer,current
7449,34.0,Female,very high,Central,bachelors,3 years,Bank Transfer,standard,2.0,174.96,349.92,12.0,15,23.21772008,8,-0.510366472,0.374110181,0,desktop,chat,bronze,yes,no,no,international,social,phone,technical,promo,yes,windows,tier-1,summer,current
7450,74.0,Male,very high,South,diploma,Every month,Bank Transfer,basic,29.0,198.96,5769.84,65.0,6,60.05743073,4,-0.655549843,0.015074557,1,tablet,phone,bronze,no,no,no,workfromhome,email,chat,technical,loyalty,no,android,tier-2,summer,90+
7451,31.0,Female,medium,East,high school,Every month,Credit Card,standard,70.0,98.02,4913.795,25.0,9,22.87259466,1,-0.605070447,0.292221591,0,mobile,phone,silver,no,yes,no,security,social,social,technical,loyalty,unknown,ios,tier-2,summer,current
7452,31.0,Male,high,West,diploma,2 years,Mailed Check,standard,32.0,31.4,1004.8,32.0,16,37.34147373,11,-0.781780031,0.000456025,0,tablet,phone,silver,no,yes,yes,security,billboard,chat,technical,loyalty,no,ios,tier-1,summer,current
7453,30.0,Female,low,South,high school,2 years,cash,premium,72.0,63.7,4913.795,29.0,0,14.10422211,14,0.191351406,0.577618261,0,desktop,web,silver,yes,yes,no,movies,search,chat,service,loyalty,no,ios,tier-1,summer,90+
7454,24.0,Male,high,West,bachelors,Every month,Mailed Check,premium,70.0,68.38,4786.6,15.0,18,61.95858623,5,-0.618904775,0.639946668,1,desktop,app,bronze,yes,yes,no,movies,affiliate,email,technical,intro,yes,android,tier-2,summer,current
7455,61.0,Male,very high,West,high school,2 years,Bank Transfer,basic,28.0,105.165,2348.64,36.0,5,71.16075001,8,-0.936259798,0.830935168,0,desktop,app,gold,no,yes,no,security,social,app,technical,intro,no,android,tier-1,summer,current
7456,72.0,Female,high,West,bachelors,2 years,cash,standard,105.0,105.165,18667.95,15.0,15,66.67688834,3,-0.137310471,0.996381451,0,mobile,web,platinum,no,yes,yes,movies,search,phone,technical,promo,yes,android,tier-2,summer,current
7457,32.0,Male,low,North,high school,3 years,Bank Transfer,basic,63.0,172.09,10841.67,92.0,9,27.99683209,3,-0.477884531,0.192884506,0,tablet,phone,silver,yes,no,yes,movies,radio,phone,technical,loyalty,no,android,tier-2,summer,current
7458,36.0,Female,very high,Central,phd,3 years,paypal,standard,70.0,113.11,7917.7,49.0,14,47.42092456,8,0.948709022,0.080206366,0,mobile,app,bronze,yes,no,yes,music,social,community,technical,bundle,no,ios,tier-3,spring,current
